loss,acc,val_loss,val_acc
0.6911039352416992,0.5228102189781022,0.6841900944709778,0.6909090909090909
0.7047362565994263,0.4343065693430657,0.6835354566574097,0.4909090909090909
0.6945542148181371,0.458941605839416,0.6627056002616882,0.5818181818181818
0.6751998918397086,0.5273722627737226,0.6348843574523926,0.6363636363636364
0.6572754553386143,0.5948905109489051,0.6065769791603088,0.7272727272727273
0.6434055362428938,0.656021897810219,0.5862393379211426,0.7272727272727273
0.6222163728305272,0.656021897810219,0.5689014196395874,0.7454545454545455
0.6048981240817479,0.6614963503649635,0.5435680150985718,0.7454545454545455
0.6136831539017814,0.666970802919708,0.5321078300476074,0.7272727272727273
0.5875281231743948,0.6870437956204379,0.5214782357215881,0.7272727272727273
0.5953696378639766,0.6916058394160584,0.5059539079666138,0.7454545454545455
0.6016100747244698,0.6943430656934306,0.5035906434059143,0.7454545454545455
0.5861039204256875,0.7107664233576643,0.4939645230770111,0.7454545454545455
0.5720994515078408,0.7043795620437956,0.4879812002182007,0.8
0.5824719369411469,0.7071167883211679,0.4794611036777496,0.7636363636363637
0.5588800115244729,0.7281021897810219,0.4750957787036896,0.7636363636363637
0.5513428134577615,0.7262773722627737,0.4693911075592041,0.7454545454545455
0.5538479753902981,0.7372262773722628,0.4597509801387787,0.8
0.5705494429383959,0.718065693430657,0.4510524272918701,0.8
0.5526606653417859,0.7171532846715328,0.4504962563514709,0.8
0.5610132362161364,0.7208029197080292,0.4429159164428711,0.7818181818181819
0.5313786089420318,0.739963503649635,0.4411185383796692,0.7636363636363637
0.5568337253161839,0.7335766423357665,0.439117968082428,0.7636363636363637
0.5385494198117937,0.75,0.4436584413051605,0.8
0.5261529420103346,0.7463503649635036,0.4373436570167541,0.7818181818181819
0.5236692147595542,0.7454379562043796,0.4317822456359863,0.7636363636363637
0.5498571106365748,0.7326642335766423,0.436458945274353,0.7818181818181819
0.5042482597487313,0.75,0.4302029013633728,0.7636363636363637
0.5331066846847534,0.7445255474452555,0.4331703782081604,0.7636363636363637
0.5448680749961308,0.7627737226277372,0.4276794195175171,0.7636363636363637
0.5283456104142326,0.7445255474452555,0.4352969527244568,0.7818181818181819
0.533842203446797,0.7563868613138686,0.4329883456230163,0.7636363636363637
0.5377926017556872,0.7463503649635036,0.4380926489830017,0.7636363636363637
0.531112995318004,0.7417883211678832,0.4319657981395721,0.7818181818181819
0.5106857069901057,0.7691605839416058,0.4199376404285431,0.8
0.5271492983613696,0.7463503649635036,0.4280057847499847,0.8181818181818182
0.5114721366337367,0.7509124087591241,0.4183599948883056,0.8
0.526394418307713,0.7536496350364964,0.420081079006195,0.8363636363636363
0.523213483606066,0.7518248175182481,0.4112541079521179,0.8181818181818182
0.4998734508241926,0.7554744525547445,0.4114822149276733,0.8
0.5127315691539219,0.7481751824817519,0.422702819108963,0.8545454545454545
0.5068586902959006,0.7582116788321168,0.4119255542755127,0.8363636363636363
0.5044311821460724,0.7545620437956204,0.4019468426704407,0.8545454545454545
0.5247839978763036,0.760036496350365,0.4011344313621521,0.8363636363636363
0.4853605185236249,0.7673357664233577,0.3983626961708069,0.8545454545454545
0.5011548868247441,0.7655109489051095,0.4033704698085785,0.8363636363636363
0.5046278595924377,0.7655109489051095,0.4087220132350921,0.8545454545454545
0.5069963523319789,0.7673357664233577,0.4058476388454437,0.8363636363636363
0.5133182338305882,0.7618613138686131,0.406911164522171,0.8545454545454545
0.4882309377193451,0.7691605839416058,0.396389901638031,0.8727272727272727
0.5151981174945831,0.7481751824817519,0.3814787268638611,0.8727272727272727
0.5001341845308032,0.7673357664233577,0.393652856349945,0.8727272727272727
0.5022004740578788,0.7518248175182481,0.3870209455490112,0.8545454545454545
0.5169091309819903,0.7572992700729927,0.4060616195201874,0.8727272727272727
0.4831728662763323,0.7837591240875912,0.391885370016098,0.8545454545454545
0.4696020569120134,0.7691605839416058,0.38221275806427,0.8545454545454545
0.4938707913671221,0.7700729927007299,0.3829324841499328,0.8363636363636363
0.4977956805910383,0.7563868613138686,0.3992994129657745,0.8727272727272727
0.4992307194641658,0.7645985401459854,0.3927443027496338,0.8545454545454545
0.4837249841008867,0.7718978102189781,0.3891060352325439,0.8727272727272727
0.4797681297574724,0.7737226277372263,0.4006635844707489,0.8727272727272727
0.4889032142502921,0.7709854014598541,0.3943883180618286,0.8727272727272727
0.5063825530665261,0.7737226277372263,0.3860419988632202,0.8909090909090909
0.4984715606485094,0.7591240875912408,0.3939796984195709,0.8727272727272727
0.4963736065796443,0.7728102189781022,0.3830995559692383,0.8727272727272727
0.5012761337416513,0.7718978102189781,0.3988875448703766,0.8727272727272727
0.4845762389046805,0.7737226277372263,0.3788650035858154,0.8727272727272727
0.4792826575892312,0.791058394160584,0.377520889043808,0.8727272727272727
0.4728637644222804,0.781021897810219,0.3805032074451446,0.8909090909090909
0.4664137252739497,0.791058394160584,0.3745829463005066,0.8909090909090909
0.4829907630171094,0.7527372262773723,0.3724572360515594,0.8909090909090909
0.4750813126564026,0.781934306569343,0.3759107887744903,0.8909090909090909
0.4677228731768472,0.7828467153284672,0.3729174733161926,0.8909090909090909
0.4792030606951032,0.791970802919708,0.3739234209060669,0.8727272727272727
0.4986733036381858,0.7664233576642335,0.3828577101230621,0.8727272727272727
0.4738455363682338,0.791970802919708,0.3809063732624054,0.8545454545454545
0.4809918633529118,0.7700729927007299,0.3815062344074249,0.8727272727272727
0.4764376069818224,0.781934306569343,0.3701716959476471,0.8727272727272727
0.4700681677886418,0.7837591240875912,0.3717113733291626,0.8909090909090909
0.4842164482389177,0.7636861313868614,0.3715923428535461,0.8909090909090909
0.4723704780851092,0.781934306569343,0.3810930252075195,0.8727272727272727
0.4819349757262638,0.7746350364963503,0.3801302313804626,0.8727272727272727
0.4777030646800995,0.7700729927007299,0.3834733963012695,0.8727272727272727
0.4783631937844412,0.7837591240875912,0.3789449632167816,0.8727272727272727
0.4709992596081325,0.7947080291970803,0.3700992166996002,0.8727272727272727
0.4756275040762765,0.7791970802919708,0.3761104345321655,0.8727272727272727
0.4850962860243661,0.7801094890510949,0.3783171772956848,0.8909090909090909
0.4885957189968654,0.7791970802919708,0.3802443742752075,0.8727272727272727
0.4739464534180505,0.7983576642335767,0.3731624782085418,0.8909090909090909
0.4615016656262534,0.8001824817518248,0.3816706538200378,0.8909090909090909
0.4646983453205653,0.801094890510949,0.3804500102996826,0.8909090909090909
0.4726717259202684,0.7947080291970803,0.3836345076560974,0.8909090909090909
0.4647880417960031,0.7828467153284672,0.3748493492603302,0.8727272727272727
0.460637514931815,0.781021897810219,0.3644402921199798,0.8909090909090909
0.4839326909610203,0.781021897810219,0.3652312755584717,0.8909090909090909
0.4594754099845886,0.7828467153284672,0.3670335114002228,0.8727272727272727
0.446056775535856,0.8001824817518248,0.370259553194046,0.8727272727272727
